4.7874,17.39,29.68,40.305,49.399,55.942,59.94,61.063,59.389,55.061,48.42,39.916,30.111,19.619,9.0837,-0.88157,-9.714,-16.95,-22.241,-25.377,-26.293,-25.065,-21.899,-17.114,-11.107,-4.3335,2.7372,9.6464,15.98,21.392,25.624,28.514,30.005,30.134,29.025,26.872,23.918,20.432,16.687,12.94,9.4126,6.2788,3.6567,1.6053,0.12731,-0.8248,-1.3382,-1.5276,-1.5218,-1.4504,-1.432,-1.5643,-1.9175,-2.5298,-3.4066,-4.5222,-5.8236,-7.2361,-8.6695,-10.025,-11.202,-12.104,-12.642,-12.741,-12.341,-11.401,-9.8954,-7.8194,-5.1862,-2.0273,1.6081,5.6535,10.026,14.627,19.345,24.055,28.624,32.912,36.776,40.079,42.691,44.497,45.404,45.349,44.298,42.257,39.273,35.43,30.854,25.704,20.166,14.446,8.7577,3.3103,-1.7015,-6.1103,-9.7853,-12.64,-14.638,-15.792,-16.164,-15.86,-15.018,-13.801,-12.384,-10.941,-9.6307,-8.591,-7.9264,-7.7048,-7.9553,-8.6686,-9.8016,-11.283,-13.021,-14.912,-16.848,-18.726,-20.452,-21.946,-23.145,-24.004,-24.496,-24.608,-24.342,-23.709,-22.729,-21.428,-19.84,-18,-15.951,-13.738,-11.411,-9.0237,-6.6321,-4.2913,-2.0529,0.038319,1.9494,3.6628,5.1801,6.5242,7.7399,8.8929,10.066,11.352,12.848,14.644,16.815,19.407,22.431,25.853,29.592,33.518,37.455,41.187,44.472,47.056,48.687,49.139,48.227,45.823,41.872,36.402,29.526,21.44,12.417,2.7928,-7.0541,-16.724,-25.82,-33.973,-40.868,-46.257,-49.981,-51.975,-52.268,-50.982,5
-48.316,-44.529,-39.919,-34.798,-29.466,-24.19,-19.181,-14.585,-10.471,-6.8338,-3.5976,-0.63246,2.2286,5.1671,8.3559,11.936,15.995,20.556,25.564,30.888,36.325,41.616,46.46,50.543,53.565,55.262,55.432,53.957,50.816,46.092,39.967,32.717,24.694,16.301,7.9668,0.11474,-6.8642,-12.64,-16.964,-19.689,-20.772,-20.283,-18.39,-15.351,-11.493,-7.1857,-2.8152,1.2411,4.642,7.104,8.4191,8.4657,7.214,4.7241,1.1384,-3.3315,-8.4215,-13.835,-19.265,-24.411,-29.004,-32.816,-35.679,-37.492,-38.223,-37.913,-36.668,-34.659,-32.102,-29.25,-26.378,-23.761,-21.663,-20.312,-19.891,-20.516,-22.23,-24.991,-28.675,-33.075,-37.91,-42.846,-47.511,-51.524,-54.525,-56.202,-56.32,-54.748,-51.468,-46.596,-40.368,-33.136,-25.344,-17.492,-10.105,-3.682,1.3388,4.6226,5.9674,5.3251,2.8085,-1.3147,-6.6424,-12.671,-18.835,-24.559,-29.304,-32.614,-34.156,-33.745,-31.363,-27.154,-21.409,-14.539,-7.0337,0.58307,7.8014,14.171,19.337,23.072,25.288,26.038,25.502,23.965,21.782,19.338,17.011,15.13,13.946,13.612,14.172,15.564,17.631,20.145,22.837,25.428,27.663,29.339,30.325,30.58,30.153,29.179,27.863,26.458,25.243,24.487,24.429,25.251,27.063,29.891,33.673,38.267,43.459,48.98,54.53,59.792,64.458,68.248,70.919,72.286,72.218,70.649,67.572,63.037,57.144,50.036,41.892,32.917,23.339,13.398,3.3441,-6.5694,-16.093,-24.986,-33.024,-40.004,-45.753,-50.136,5
-53.064,-54.493,-54.438,-52.963,-50.187,-46.276,-41.437,-35.903,-29.926,-23.759,-17.644,-11.798,-6.402,-1.5937,2.5395,5.9603,8.6789,10.747,12.25,13.294,13.993,14.462,14.802,15.092,15.385,15.707,16.053,16.399,16.701,16.908,16.972,16.853,16.53,16.004,15.302,14.477,13.602,12.765,12.06,11.577,11.393,11.559,12.095,12.987,14.182,15.59,17.094,18.553,19.817,20.737,21.176,21.027,20.213,18.701,16.503,13.675,10.309,6.5331,2.495,-1.6478,-5.7401,-9.6414,-13.236,-16.439,-19.204,-21.522,-23.419,-24.95,-26.191,-27.229,-28.151,-29.029,-29.915,-30.83,-31.759,-32.647,-33.406,-33.916,-34.035,-33.61,-32.496,-30.564,-27.72,-23.915,-19.162,-13.533,-7.1691,-0.27397,6.8952,14.04,20.84,26.973,32.138,36.077,38.597,39.587,39.03,37.003,33.685,29.337,24.294,18.939,13.675,8.9024,4.9842,2.2224,0.83527,0.941,2.5489,5.5587,9.7685,14.889,20.568,26.41,32.014,36.996,41.018,43.81,45.189,45.068,43.458,40.463,36.271,31.132,25.342,19.218,13.072,7.1978,1.8454,-2.7869,-6.5615,-9.4032,-11.296,-12.277,-12.424,-11.844,-10.659,-8.9993,-6.9863,-4.7306,-2.326,0.15113,2.6402,5.0919,7.4635,9.7127,11.793,13.649,15.216,16.419,17.177,17.408,17.035,15.997,14.253,11.796,8.6526,4.8949,0.63726,-3.9634,-8.7125,-13.386,-17.743,-21.537,-24.532,-26.52,-27.334,-26.861,-25.057,-21.948,-17.638,-12.302,-6.182,0.42837,7.1982,13.78,19.83,25.033,5
29.117,31.876,33.183,32.994,31.353,28.389,24.304,19.36,13.858,8.1202,2.4641,-2.8151,-7.4644,-11.287,-14.151,-15.997,-16.83,-16.72,-15.788,-14.191,-12.109,-9.7259,-7.217,-4.7354,-2.4029,-0.30389,1.5151,3.0435,4.3002,5.3249,6.1682,6.8806,7.5027,8.0572,8.543,8.9329,9.1747,9.1947,8.9052,8.2132,7.0313,5.2877,2.9366,-0.03362,-3.5946,-7.6754,-12.163,-16.908,-21.73,-26.429,-30.8,-34.644,-37.785,-40.079,-41.434,-41.808,-41.224,-39.764,-37.572,-34.841,-31.806,-28.723,-25.858,-23.465,-21.767,-20.937,-21.088,-22.257,-24.403,-27.41,-31.088,-35.192,-39.439,-43.532,-47.185,-50.148,-52.238,-53.351,-53.485,-52.74,-51.318,-49.513,-47.687,-46.243,-45.59,-46.105,-48.099,-51.782,-57.239,-64.412,-73.1,-82.961,-93.541,-104.3,-114.65,-124,-131.83,-137.67,-141.21,-142.25,-140.77,-136.92,-130.96,-123.29,-114.37,-104.7,-94.784,-85.066,-75.917,-67.606,-60.288,-54.007,-48.704,-44.246,-40.447,-37.107,-34.034,-31.079,-28.147,-25.213,-22.32,-19.566,-17.092,-15.054,-13.598,-12.835,-12.819,-13.535,-14.891,-16.72,-18.796,-20.854,-22.613,-23.807,-24.213,-23.674,-22.114,-19.55,-16.09,-11.916,-7.2756,-2.4447,2.2945,6.686,10.525,13.68,16.101,17.824,18.963,19.687,20.201,20.713,21.403,22.395,23.732,25.366,27.15,28.85,30.159,30.729,30.206,28.269,24.667,19.254,12.014,3.0774,-7.2788,-18.641,-30.485,-42.212,-53.192,-62.81,-70.521,-75.885,-78.611,-78.579,-75.848,-70.657,5
-63.402,-54.613,-44.905,-34.935,-25.357,-16.765,-9.6595,-4.412,-1.2428,-0.21277,-1.2278,-4.0544,-8.3455,-13.673,-19.566,-25.548,-31.169,-36.041,-39.858,-42.41,-43.591,-43.392,-41.899,-39.269,-35.716,-31.493,-26.866,-22.098,-17.438,-13.103,-9.276,-6.098,-3.6686,-2.0464,-1.2513,-1.267,-2.0442,-3.5036,-5.5384,-8.0173,-10.789,-13.685,-16.528,-19.139,-21.348,-23.001,-23.976,-24.19,-23.609,-22.255,-20.209,-17.606,-14.628,-11.495,-8.4463,-5.7204,-3.5366,-2.0734,-1.4512,-1.7181,-2.8423,-4.7109,-7.1358,-9.8667,-12.61,-15.053,-16.889,-17.843,-17.698,-16.313,-13.639,-9.7199,-4.6979,1.2021,7.6872,14.419,21.042,27.209,32.609,36.99,40.18,42.096,42.746,42.231,40.729,38.479,35.76,32.867,30.085,27.671,25.828,24.699,24.355,24.797,25.956,27.712,29.902,32.341,34.843,37.233,39.367,41.141,42.499,43.435,43.99,44.242,44.296,44.273,44.292,44.457,44.85,45.517,46.467,47.67,49.064,50.562,52.061,53.458,54.659,55.594,56.224,56.546,56.593,56.434,56.161,55.879,55.691,55.684,55.909,56.374,57.03,57.773,58.443,58.836,58.72,57.852,56.009,53.004,48.72,43.121,36.272,28.342,19.604,10.417,1.2077,-7.5574,-15.41,-21.914,-26.704,-29.514,-30.205,-28.778,-25.378,-20.284,-13.893,-6.6837,0.81488,8.0687,14.579,19.922,23.778,25.96,26.418,25.24,22.643,18.945,14.535,9.8394,5.2829,1.2538,-1.9258,-4.0216,-4.9008,-4.5341,-2.9895,-0.41726,2.9708,6.9261,5
11.189,15.512,19.68,23.526,26.935,29.852,32.27,34.23,35.801,37.069,38.129,39.065,39.949,40.831,41.741,42.686,43.657,44.628,45.567,46.436,47.195,47.804,48.221,48.404,48.311,47.896,47.114,45.921,44.277,42.157,39.551,36.476,32.98,29.146,25.095,20.983,16.993,13.326,10.186,7.7631,6.2176,5.6615,6.145,7.6466,10.069,13.241,16.928,20.848,24.691,28.149,30.936,32.822,33.65,33.356,31.977,29.653,26.617,23.181,19.704,16.567,14.137,12.732,12.589,13.843,16.503,20.454,25.456,31.157,37.127,42.883,47.929,51.799,54.089,54.498,52.843,49.082,43.312,35.765,26.786,16.805,6.3067,-4.2101,-14.267,-23.439,-31.384,-37.854,-42.712,-45.926,-47.557,-47.745,-46.682,-44.586,-41.678,-38.157,-34.185,-29.871,-25.273,-20.403,-15.233,-9.718,-3.8119,2.5117,9.2408,16.311,23.597,30.911,38.012,44.616,50.418,55.116,58.439,60.172,60.178,58.421,54.972,50.014,43.837,36.818,29.404,22.076,15.321,9.5945,5.2863,2.6934,1.9958,3.2424,6.3454,11.086,17.126,24.035,31.317,38.443,44.891,50.178,53.896,55.734,55.503,53.145,48.735,42.477,34.685,25.766,16.187,6.4516,-2.9399,-11.517,-18.867,-24.664,-28.68,-30.799,-31.021,-29.457,-26.315,-21.889,-16.53,-10.627,-4.58,1.2279,6.4518,10.804,14.069,16.112,16.881,16.4,14.764,12.123,8.6634,4.5913,0.11247,-4.5842,-9.3404,-14.038,-18.602,-23.004,-27.25,-31.377,-35.434,-39.47,5
-43.521,-47.593,-51.65,-55.616,-59.361,-62.717,-65.478,-67.418,-68.308,-67.935,-66.125,-62.758,-57.794,-51.277,-43.352,-34.259,-24.334,-13.991,-3.7076,6.0061,14.634,21.689,26.748,29.479,29.677,27.28,22.38,15.234,6.2456,-4.0472,-15.005,-25.927,-36.091,-44.805,-51.457,-55.552,-56.756,-54.914,-50.071,-42.466,-32.518,-20.799,-7.9905,5.1589,17.89,29.486,39.319,46.895,51.884,54.139,53.7,50.785,45.769,39.151,31.51,23.469,15.639,8.5843,2.7828,-1.4024,-3.7413,-4.1449,-2.6631,0.52729,5.1417,10.814,17.122,23.625,29.881,35.484,40.078,43.378,45.177,45.355,43.878,40.792,36.217,30.334,23.377,15.614,7.3359,-1.1567,-9.5654,-17.606,-25.017,-31.569,-37.069,-41.364,-44.35,-45.965,-46.198,-45.082,-42.694,-39.156,-34.624,-29.294,-23.386,-17.149,-10.844,-4.7427,0.88269,5.7708,9.6807,12.403,13.772,13.673,12.057,8.9423,4.4201,-1.3436,-8.1136,-15.593,-23.439,-31.275,-38.717,-45.391,-50.963,-55.156,-57.77,-58.704,-57.955,-55.632,-51.939,-47.172,-41.691,-35.899,-30.211,-25.021,-20.672,-17.431,-15.462,-14.821,-15.442,-17.151,-19.675,-22.669,-25.746,-28.511,-30.599,-31.704,-31.614,-30.228,-27.568,-23.784,-19.137,-13.984,-8.7439,-3.8644,0.21735,3.1131,4.5184,4.2405,2.2171,-1.4762,-6.6287,-12.91,-19.894,-27.09,-33.982,-40.062,-44.874,-48.038,-49.281,-48.451,-45.525,-40.605,-33.909,-25.747,-16.5,-6.5915,3.5446,13.488,22.861,31.342,38.687,44.732,49.4,52.69,5
54.675,55.485,55.295,54.306,52.729,50.771,48.617,46.422,44.3,42.318,40.499,38.815,37.199,35.551,33.747,31.652,29.135,26.081,22.406,18.069,13.08,7.5037,1.4665,-4.8517,-11.223,-17.386,-23.056,-27.954,-31.816,-34.42,-35.605,-35.28,-33.441,-30.172,-25.642,-20.101,-13.858,-7.2643,-0.69049,5.5026,10.988,15.497,18.836,20.903,21.688,21.275,19.828,17.577,14.794,11.769,8.7806,6.0745,3.8409,2.199,1.1898,0.775,0.84542,1.235,1.7408,2.1467,2.2474,1.8718,0.9023,-0.71147,-2.9455,-5.7017,-8.8164,-12.074,-15.225,-18.013,-20.191,-21.551,-21.934,-21.253,-19.491,-16.709,-13.035,-8.6555,-3.8003,1.2794,6.3282,11.106,15.406,19.064,21.973,24.083,25.398,25.981,25.933,25.394,24.524,23.491,22.465,21.6,21.032,20.867,21.177,22.001,23.338,25.15,27.366,29.879,32.558,35.248,37.778,39.973,41.658,42.67,42.87,42.151,40.448,37.745,34.081,29.554,24.316,18.57,12.563,6.5678,0.87574,-4.2271,-8.4751,-11.641,-13.554,-14.108,-13.275,-11.106,-7.7296,-3.3456,1.7878,7.3708,13.081,18.596,23.614,27.872,31.167,33.365,34.41,34.327,33.214,31.237,28.614,25.597,22.453,19.446,16.815,14.759,13.426,12.903,13.213,14.319,16.129,18.502,21.268,24.236,27.208,29.995,32.427,34.36,35.683,36.32,36.229,35.4,33.855,31.636,28.807,25.442,21.629,17.461,13.034,8.4502,3.8089,-0.78842,-5.2429,-9.4591,-13.349,-16.832,-19.843,-22.333,5
-24.271,-25.65,-26.482,-26.804,-26.671,-26.154,-25.332,-24.289,-23.104,-21.846,-20.566,-19.296,-18.043,-16.792,-15.507,-14.136,-12.617,-10.888,-8.8945,-6.596,-3.9761,-1.0451,2.156,5.5563,9.0576,12.54,15.87,18.908,21.519,23.583,24.999,25.698,25.64,24.823,23.277,21.063,18.271,15.014,11.417,7.6155,3.7484,-0.050858,-3.6584,-6.9653,-9.8829,-12.347,-14.32,-15.799,-16.811,-17.419,-17.718,-17.832,-17.908,-18.104,-18.581,-19.485,-20.932,-22.995,-25.683,-28.939,-32.627,-36.536,-40.388,-43.854,-46.576,-48.193,-48.381,-46.877,-43.517,-38.257,-31.193,-22.561,-12.738,-2.2156,8.4267,18.566,27.581,34.905,40.073,42.762,42.823,40.299,35.425,28.612,20.416,11.497,2.5599,-5.6984,-12.651,-17.79,-20.771,-21.439,-19.841,-16.217,-10.977,-4.6645,2.0967,8.6578,14.404,18.807,21.477,22.188,20.904,17.775,13.123,7.4076,1.1881,-4.934,-10.369,-14.592,-17.197,-17.927,-16.706,-13.644,-9.0311,-3.314,2.9397,9.0886,14.471,18.459,20.512,20.223,17.349,11.84,3.8377,-6.3265,-18.158,-31.032,-44.241,-57.042,-68.71,-78.588,-86.134,-90.948,-92.806,-91.662,-87.651,-81.07,-72.358,-62.054,-50.765,-39.116,-27.714,-17.109,-7.7606,-0.01357,5.9129,9.9319,12.083,12.52,11.487,9.2959,6.2967,2.8478,-0.71162,-4.0856,-7.0412,-9.421,-11.15,-12.235,-12.756,-12.855,-12.716,-12.545,-12.548,-12.907,-13.764,-15.201,-17.231,-19.795,-22.763,-25.944,-29.098,-31.964,-34.275,-35.788,-36.31,-35.715,5
-33.962,-31.108,-27.307,-22.801,-17.911,-13.01,-8.4935,-4.7523,-2.1356,-0.92115,-1.2887,-3.3007,-6.8922,-11.871,-17.929,-24.662,-31.599,-38.24,-44.091,-48.707,-51.724,-52.89,-52.085,-49.329,-44.781,-38.725,-31.548,-23.706,-15.688,-7.9781,-1.0167,4.8318,9.3053,12.26,13.679,13.665,12.427,10.263,7.5275,4.6005,1.8592,-0.35414,-1.7559,-2.1409,-1.3935,0.50755,3.4925,7.4098,12.04,17.116,22.337,27.394,31.988,35.842,38.718,40.427,40.832,39.858,37.489,33.765,28.782,22.686,15.668,7.9509,-0.21049,-8.5457,-16.776,-24.628,-31.843,-38.19,-43.477,-47.562,-50.359,-51.843,-52.054,-51.093,-49.117,-46.328,-42.961,-39.268,-35.5,-31.893,-28.65,-25.927,-23.823,-22.378,-21.57,-21.316,-21.487,-21.918,-22.419,-22.801,-22.884,-22.517,-21.591,-20.045,-17.876,-15.135,-11.926,-8.3951,-4.7208,-1.1005,2.265,5.1852,7.4932,9.0565,9.784,9.6303,8.5959,6.7239,4.0937,0.81244,-2.9947,-7.1954,-11.66,-16.269,-20.924,-25.544,-30.076,-34.486,-38.763,-42.904,-46.916,-50.804,-54.561,-58.169,-61.587,-64.75,-67.574,-69.952,-71.764,-72.881,-73.182,-72.558,-70.928,-68.25,-64.53,-59.83,-54.272,-48.04,-41.374,-34.563,-27.93,-21.816,-16.563,-12.487,-9.8594,-8.8839,-9.679,-12.263,-16.546,-22.327,-29.299,-37.062,-45.143,-53.022,-60.162,-66.04,-70.187,-72.213,-71.841,-68.928,-63.478,-55.646,-45.739,-34.193,-21.556,-8.4519,4.4585,16.517,27.113,35.723,41.947,45.539,46.421,44.691,40.621,34.635,5
